name,name2,date,confirmed,deaths,new,active,healed
Ivanovo_oblast_Russia,RU-IVA,2020.05.05,517,6,32,412,99
Hanty-Mansiyskiy_AO_Russia,RU-KHM,2020.05.05,508,4,41,354,150
Republic_of_Karachaevo-Cherkessia_Russia,RU-KC,2020.05.05,453,2,12,415,36
Republic_of_Buriatia_Russia,RU-BU,2020.05.05,407,4,34,278,125
Novgorod_oblast_Russia,RU-NGR,2020.05.05,399,4,27,352,43
Kamchatskiy_kray_Russia,RU-KAM,2020.05.05,347,0,8,307,40
Republic_of_Udmurtia_Russia,RU-UD,2020.05.05,332,10,18,256,66
Saha_republic_Russia,RU-SA,2020.05.05,331,4,20,283,44
Republic_of_Kalmykia_Russia,RU-KL,2020.05.05,322,5,1,264,53
Republic_of_Hakassia_Russia,RU-KK,2020.05.05,318,8,16,278,32
Arkhangelsk_oblast_Russia,RU-ARK,2020.05.05,305,1,6,192,112
Kostroma_oblast_Russia,RU-KOS,2020.05.05,278,3,12,211,64
Vologda_oblast_Russia,RU-VLG,2020.05.05,230,0,7,153,77
Zabaykalskiy_kray_Russia,RU-ZAB,2020.05.05,215,0,17,137,78
Pskov_oblast_Russia,RU-PSK,2020.05.05,214,8,18,182,24
Irkutsk_oblast_Russia,RU-IRK,2020.05.05,200,4,23,131,65
Omsk_oblast_Russia,RU-OMS,2020.05.05,191,3,30,149,39
Republic_of_Adygeia_Russia,RU-AD,2020.05.05,190,7,5,76,107
Kemerovo_oblast_Russia,RU-KEM,2020.05.05,166,4,0,137,25
Jewish_Autonomous_oblast_Russia,RU-YEV,2020.05.05,148,0,3,133,15
Tomsk_oblast_Russia,RU-TOM,2020.05.05,147,1,19,117,29
Magadan_oblast_Russia,RU-MAG,2020.05.05,131,2,15,73,56
Republic_of_Crimea_Russia,UA-43,2020.05.05,111,0,6,72,39
Amursk_oblast_Russia,RU-AMU,2020.05.05,98,1,14,83,14
Sevastopol_Russia,UA-40,2020.05.05,98,2,7,81,15
Republic_of_Karelia_Russia,RU-KR,2020.05.05,91,0,2,74,17
Kurgan_oblast_Russia,RU-KGN,2020.05.05,55,0,3,36,19
Republic_of_Tyva_Russia,RU-TY,2020.05.05,51,0,4,22,29
Nenetskiy_autonomous_oblast_Russia,RU-NEN,2020.05.05,47,0,0,46,1
Altay_republic_Russia,RU-AL,2020.05.05,37,0,1,35,2
Sakhalin_oblast_Russia,RU-SAK,2020.05.05,29,0,1,9,20
Chukotskiy_autonomous_oblast_Russia,RU-CHU,2020.05.05,25,0,1,23,2
