name,name2,date,confirmed,deaths,new,active,healed
Republic_of_Kalmykia_Russia,RU-KL,2020.05.02,254,4,23,209,41
Republic_of_Udmurtia_Russia,RU-UD,2020.05.02,244,9,7,190,45
Kostroma_oblast_Russia,RU-KOS,2020.05.02,241,3,14,196,42
Arkhangelsk_oblast_Russia,RU-ARK,2020.05.02,238,1,25,168,69
Vologda_oblast_Russia,RU-VLG,2020.05.02,199,0,15,134,65
Pskov_oblast_Russia,RU-PSK,2020.05.02,177,8,24,150,19
Republic_of_Adygeia_Russia,RU-AD,2020.05.02,168,5,3,114,49
Zabaykalskiy_kray_Russia,RU-ZAB,2020.05.02,155,0,21,106,49
Kemerovo_oblast_Russia,RU-KEM,2020.05.02,142,2,14,121,19
Jewish_Autonomous_oblast_Russia,RU-YEV,2020.05.02,134,0,3,121,13
Irkutsk_oblast_Russia,RU-IRK,2020.05.02,130,4,7,73,53
Omsk_oblast_Russia,RU-OMS,2020.05.02,116,3,9,87,26
Magadan_oblast_Russia,RU-MAG,2020.05.02,114,2,4,78,34
Tomsk_oblast_Russia,RU-TOM,2020.05.02,102,1,5,77,24
Republic_of_Crimea_Russia,UA-43,2020.05.02,100,0,8,62,38
Sevastopol_Russia,UA-40,2020.05.02,86,1,1,75,10
Republic_of_Karelia_Russia,RU-KR,2020.05.02,81,0,7,70,11
Amursk_oblast_Russia,RU-AMU,2020.05.02,72,1,5,58,13
Kurgan_oblast_Russia,RU-KGN,2020.05.02,49,0,4,38,11
Republic_of_Tyva_Russia,RU-TY,2020.05.02,40,0,1,11,29
Altay_republic_Russia,RU-AL,2020.05.02,35,0,2,34,1
Nenetskiy_autonomous_oblast_Russia,RU-NEN,2020.05.02,34,0,0,33,1
Sakhalin_oblast_Russia,RU-SAK,2020.05.02,24,0,0,5,19
Chukotskiy_autonomous_oblast_Russia,RU-CHU,2020.05.02,23,0,3,21,2
