name,name2,date,confirmed,deaths,new,active,healed
Yamalo-Nenetskiy_AO_Russia,RU-YAN,2020.04.30,463,1,54,357,105
Republic_of_Kabardino-Balkaria_Russia,RU-KB,2020.04.30,456,2,44,392,62
Saratov_oblast_Russia,RU-SAR,2020.04.30,438,2,46,387,49
Tumen_oblast_Russia,RU-TYU,2020.04.30,435,3,15,337,95
Smolensk_oblast_Russia,RU-SMO,2020.04.30,429,3,26,400,26
Lipetsk_oblast_Russia,RU-LIP,2020.04.30,415,2,31,329,84
Ulianovsk_oblast_Russia,RU-ULY,2020.04.30,406,4,27,354,48
Pensa_oblast_Russia,RU-PNZ,2020.04.30,404,7,40,281,116
Primorskiy_kray_Russia,RU-PRI,2020.04.30,403,3,36,367,33
Hanty-Mansiyskiy_AO_Russia,RU-KHM,2020.04.30,387,3,21,304,80
Altayskiy_kray_Russia,RU-ALT,2020.04.30,382,1,34,336,45
Samara_oblast_Russia,RU-SAM,2020.04.30,367,5,40,326,36
Astrahan_oblast_Russia,RU-AST,2020.04.30,365,4,15,286,75
Ivanovo_oblast_Russia,RU-IVA,2020.04.30,359,3,32,277,79
Kaliningrad_oblast_Russia,RU-KGD,2020.04.30,358,3,32,289,66
Belgorod_oblast_Russia,RU-BEL,2020.04.30,355,4,28,311,40
Republic_of_Karachaevo-Cherkessia_Russia,RU-KC,2020.04.30,352,2,22,336,14
Volgograd_oblast_Russia,RU-VGG,2020.04.30,344,8,31,290,46
Novgorod_oblast_Russia,RU-NGR,2020.04.30,279,2,13,255,22
Republic_of_Buriatia_Russia,RU-BU,2020.04.30,271,3,26,180,88
Kamchatskiy_kray_Russia,RU-KAM,2020.04.30,265,0,24,248,17
Republic_of_Hakassia_Russia,RU-KK,2020.04.30,232,7,4,205,20
Republic_of_Udmurtia_Russia,RU-UD,2020.04.30,228,8,11,189,31
Kostroma_oblast_Russia,RU-KOS,2020.04.30,211,3,18,179,29
Saha_republic_Russia,RU-SA,2020.04.30,207,3,24,177,27
Arkhangelsk_oblast_Russia,RU-ARK,2020.04.30,198,1,13,151,46
Republic_of_Kalmykia_Russia,RU-KL,2020.04.30,192,3,9,151,38
Vologda_oblast_Russia,RU-VLG,2020.04.30,173,0,7,128,45
Republic_of_Adygeia_Russia,RU-AD,2020.04.30,163,3,9,112,48
Pskov_oblast_Russia,RU-PSK,2020.04.30,149,8,7,124,17
Kemerovo_oblast_Russia,RU-KEM,2020.04.30,126,2,12,106,18
Jewish_Autonomous_oblast_Russia,RU-YEV,2020.04.30,124,0,6,115,9
Zabaykalskiy_kray_Russia,RU-ZAB,2020.04.30,114,0,5,88,26
Irkutsk_oblast_Russia,RU-IRK,2020.04.30,105,4,4,62,39
Magadan_oblast_Russia,RU-MAG,2020.04.30,101,2,2,96,3
Omsk_oblast_Russia,RU-OMS,2020.04.30,97,3,10,70,24
Republic_of_Crimea_Russia,UA-43,2020.04.30,89,0,10,54,35
Tomsk_oblast_Russia,RU-TOM,2020.04.30,89,0,2,68,21
Sevastopol_Russia,UA-40,2020.04.30,78,0,1,69,9
Republic_of_Karelia_Russia,RU-KR,2020.04.30,66,0,3,56,10
Amursk_oblast_Russia,RU-AMU,2020.04.30,56,1,10,45,10
Kurgan_oblast_Russia,RU-KGN,2020.04.30,40,0,1,29,11
Nenetskiy_autonomous_oblast_Russia,RU-NEN,2020.04.30,33,0,3,32,1
Republic_of_Tyva_Russia,RU-TY,2020.04.30,33,0,2,4,29
Altay_republic_Russia,RU-AL,2020.04.30,32,0,2,32,0
Sakhalin_oblast_Russia,RU-SAK,2020.04.30,23,0,1,4,19
Chukotskiy_autonomous_oblast_Russia,RU-CHU,2020.04.30,18,0,1,17,1
