name,name2,date,confirmed,deaths,new,active,healed
Volgograd_oblast_Russia,RU-VGG,2020.05.01,386,8,42,312,66
Astrahan_oblast_Russia,RU-AST,2020.05.01,384,4,19,299,81
Belgorod_oblast_Russia,RU-BEL,2020.05.01,383,5,28,331,47
Novgorod_oblast_Russia,RU-NGR,2020.05.01,297,2,18,269,26
Republic_of_Buriatia_Russia,RU-BU,2020.05.01,297,4,26,199,94
Kamchatskiy_kray_Russia,RU-KAM,2020.05.01,281,0,16,262,19
Republic_of_Hakassia_Russia,RU-KK,2020.05.01,257,7,25,228,22
Republic_of_Udmurtia_Russia,RU-UD,2020.05.01,237,8,9,198,31
Republic_of_Kalmykia_Russia,RU-KL,2020.05.01,231,3,39,189,39
Saha_republic_Russia,RU-SA,2020.05.01,229,3,22,197,29
Kostroma_oblast_Russia,RU-KOS,2020.05.01,227,3,16,191,33
Arkhangelsk_oblast_Russia,RU-ARK,2020.05.01,213,5,15,157,51
Vologda_oblast_Russia,RU-VLG,2020.05.01,184,0,11,134,50
Republic_of_Adygeia_Russia,RU-AD,2020.05.01,165,3,2,114,48
Pskov_oblast_Russia,RU-PSK,2020.05.01,153,8,4,128,17
Zabaykalskiy_kray_Russia,RU-ZAB,2020.05.01,134,0,20,95,39
Jewish_Autonomous_oblast_Russia,RU-YEV,2020.05.01,131,0,7,118,13
Kemerovo_oblast_Russia,RU-KEM,2020.05.01,128,2,2,107,19
Irkutsk_oblast_Russia,RU-IRK,2020.05.01,123,4,18,69,50
Magadan_oblast_Russia,RU-MAG,2020.05.01,110,2,9,105,3
Omsk_oblast_Russia,RU-OMS,2020.05.01,107,3,10,78,26
Tomsk_oblast_Russia,RU-TOM,2020.05.01,97,1,8,72,24
Republic_of_Crimea_Russia,UA-43,2020.05.01,92,0,3,57,35
Sevastopol_Russia,UA-40,2020.05.01,85,0,7,76,9
Republic_of_Karelia_Russia,RU-KR,2020.05.01,74,0,8,63,11
Amursk_oblast_Russia,RU-AMU,2020.05.01,67,1,11,54,12
Kurgan_oblast_Russia,RU-KGN,2020.05.01,45,0,5,34,11
Republic_of_Tyva_Russia,RU-TY,2020.05.01,39,0,6,10,29
Nenetskiy_autonomous_oblast_Russia,RU-NEN,2020.05.01,34,0,1,33,1
Altay_republic_Russia,RU-AL,2020.05.01,33,0,1,33,0
Sakhalin_oblast_Russia,RU-SAK,2020.05.01,24,0,1,5,19
Chukotskiy_autonomous_oblast_Russia,RU-CHU,2020.05.01,20,0,2,18,2
